gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
2792551610	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS908468746	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	Villa Mills	San José	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.55633	-83.7069							2010-12-07T00:00:00	7	12	2010	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS908468746				CC0_1_0		obsr1200342			2021-03-09T12:56:54.164Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2792527359	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS800793122	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Los Quetzales--Cerro Buenavista communication towers	San José	PRESENT	4	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.55454	-83.7561							2019-09-01T00:00:00	1	9	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS800793122				CC0_1_0		obsr1433897			2021-03-09T12:55:09.057Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2792522289	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS879787172	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Tapanti--Cerro de la Muerte-Cima	San José	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.57466	-83.7571							2015-02-14T00:00:00	14	2	2015	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS879787172				CC0_1_0		obsr724986			2021-03-09T13:04:23.288Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2792419395	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS831895280	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	Las Torres, San José, CR (9.555, -83.755)	San José	PRESENT	5	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.55487	-83.7551							2019-11-25T00:00:00	25	11	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS831895280				CC0_1_0		obsr127317			2021-03-09T13:04:00.745Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2792152920	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS837460301	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	Cerro de La Muerte--km 70, Mirador de Quetzales	San José	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.64362	-83.8499							2019-12-06T00:00:00	6	12	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS837460301				CC0_1_0		obsr997780			2021-03-09T13:03:14.603Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2792021025	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS841335918	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Chirripó	San José	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.45753	-83.5488							2014-06-20T00:00:00	20	6	2014	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS841335918				CC0_1_0		obsr273931			2021-03-09T12:55:00.572Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2791730503	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS844234952	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Los Quetzales—Cerro Buenaventura Rd 2	San José	PRESENT	5	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.56261	-83.7551							2019-12-27T00:00:00	27	12	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS844234952				CC0_1_0		obsr433477			2021-03-09T13:03:21.875Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2791632375	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS839259513	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Los Quetzales--Cerro Buenavista communication towers	San José	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.55454	-83.7561							2019-12-17T00:00:00	17	12	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS839259513				CC0_1_0		obsr546609			2021-03-09T12:55:28.240Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2791489947	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS802769727	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Los Quetzales--Cerro Buenavista communication towers	San José	PRESENT	3	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.55454	-83.7561							2019-09-04T00:00:00	4	9	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS802769727				CC0_1_0		obsr1088458			2021-03-09T12:55:33.194Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2791278013	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS820844724	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Volcán Irazú	Cartago	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.97883	-83.8454							2019-10-25T00:00:00	25	10	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS820844724				CC0_1_0		obsr839034			2021-03-09T12:55:29.462Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2791244009	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS803295641	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Los Quetzales	San José	PRESENT	4	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.61473	-83.8194							2017-05-31T00:00:00	31	5	2017	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS803295641				CC0_1_0		obsr752545			2021-03-09T12:55:44.032Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2791196226	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS893034657	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Volcán Irazú	Cartago	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	9.97883	-83.8454							1985-03-02T00:00:00	2	3	1985	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS893034657				CC0_1_0		obsr30770			2021-03-09T12:55:48.421Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2790993256	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS844236162	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Los Quetzales--Cerro Buenavista communication towers	San José	PRESENT	3	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.55454	-83.7561							2019-12-27T00:00:00	27	12	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS844236162				CC0_1_0		obsr416953			2021-03-09T13:03:49.694Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2790415631	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS870722759	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Los Quetzales--Cerro Buenavista communication towers	San José	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	9.55454	-83.7561							2017-05-18T00:00:00	18	5	2017	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS870722759				CC0_1_0		obsr343652			2021-03-09T13:04:41.594Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2790403707	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS797266682	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Tapanti--Cerro de la Muerte-Cima	San José	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.57466	-83.7571							2019-08-22T00:00:00	22	8	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS797266682				CC0_1_0		obsr820319			2021-03-09T12:55:55.696Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2790385720	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_WI:OBS886351730	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Tapanti--Cerro de la Muerte-Cima	San José	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	9.57466	-83.7571							2003-11-14T00:00:00	14	11	2003	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD_WI	OBS886351730				CC0_1_0		obsr548615			2021-03-09T12:56:29.166Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2790246460	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS805123872	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	Cerro de La Muerte--km 66, Madre Selva	San José	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.66865	-83.8648							2015-01-30T00:00:00	30	1	2015	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS805123872				CC0_1_0		obsr1207567			2021-03-09T13:04:29.988Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2790038205	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS869794127	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Los Quetzales--Cerro Buenavista communication towers	San José	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	9.55454	-83.7561							2016-03-10T00:00:00	10	3	2016	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS869794127				CC0_1_0		obsr1314972			2021-03-09T12:56:21.863Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2789767926	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS823059095	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Volcán Irazú	Cartago	PRESENT	10	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.97883	-83.8454							2017-12-19T00:00:00	19	12	2017	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS823059095				CC0_1_0		obsr1214530			2021-03-09T12:56:29.400Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2789405199	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS834668371	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Los Quetzales--Cerro Buenavista communication towers	San José	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.55454	-83.7561							2019-04-05T00:00:00	5	4	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS834668371				CC0_1_0		obsr656444			2021-03-09T12:55:51.848Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2789311972	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_CAMERICA:OBS857431850	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Los Quetzales--Cerro Buenavista communication towers	San José	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.55454	-83.7561							2019-12-02T00:00:00	2	12	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD_CAMERICA	OBS857431850				CC0_1_0		obsr1204682			2021-03-09T13:05:01.111Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2788876192	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS740732706	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Los Quetzales--Cerro Buenavista communication towers	San José	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.55454	-83.7561							2019-04-02T00:00:00	2	4	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS740732706				CC0_1_0		obsr602300			2021-03-09T12:55:31.061Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2788845340	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS834115197	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Los Quetzales--Cerro Buenavista communication towers	San José	PRESENT	3	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.55454	-83.7561							2019-11-15T00:00:00	15	11	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS834115197				CC0_1_0		obsr148768			2021-03-09T12:55:59.410Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2788355193	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS842360514	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	Parque Nacional los Quetzales	San José	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.60869	-83.8231							2019-12-22T00:00:00	22	12	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS842360514				CC0_1_0		obsr738191			2021-03-09T12:55:42.991Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2787639582	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS839801833	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	El Parque Nacional Chirripó, Pérez Zeledón CR-San José (9,4567,-83,5049)	San José	PRESENT	6	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.45667	-83.5049							2015-01-16T00:00:00	16	1	2015	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS839801833				CC0_1_0		obsr247496			2021-03-09T12:55:41.842Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2786979121	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS820467865	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	Cerro de la Muerte--Cuericí	Cartago	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	9.55473	-83.6676							1996-01-08T00:00:00	8	1	1996	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS820467865				CC0_1_0		obsr23637			2021-03-09T13:04:12.845Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2786937296	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS844236176	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Los Quetzales--Cerro Buenavista communication towers	San José	PRESENT	3	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.55454	-83.7561							2019-12-27T00:00:00	27	12	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS844236176				CC0_1_0		obsr433477			2021-03-09T13:04:29.037Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2786685569	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS804043178	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	Cerro Buena Vista (Alrededores de las Torres)	San José	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.56988	-83.745							2019-08-06T00:00:00	6	8	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS804043178				CC0_1_0		obsr551394			2021-03-09T13:04:11.471Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2786627539	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS907436134	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	Radio Mast Georgina	San José	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.562	-83.74							2005-07-13T00:00:00	13	7	2005	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS907436134				CC0_1_0		obsr823771			2021-03-09T13:03:27.891Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2786562339	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS887946644	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Los Quetzales--Cerro Buenavista communication towers	San José	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.55454	-83.7561							2018-02-12T00:00:00	12	2	2018	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS887946644				CC0_1_0		obsr487523			2021-03-09T13:04:28.852Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2786225191	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS802769485	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	Carretera Interamericana, San José, CR (9,57, -83,753)	San José	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.56988	-83.7529							2019-09-04T00:00:00	4	9	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS802769485				CC0_1_0		obsr1088458			2021-03-09T13:03:48.727Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2785734373	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD_CAN:OBS912874149	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	Cerro de La Muerte--km 70, Mirador de Quetzales	San José	PRESENT	10	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.64362	-83.8499							1983-08-16T00:00:00	16	8	1983	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD_CAN	OBS912874149				CC0_1_0		obsr293417			2021-03-09T13:05:34.637Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2785578270	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS855118853	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Tapanti--Cerro de la Muerte-Cima	San José	PRESENT	8	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.57466	-83.7571							2018-04-26T00:00:00	26	4	2018	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS855118853				CC0_1_0		obsr771970			2021-03-09T12:55:56.048Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2785534900	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS869809563	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Los Quetzales--Cerro Buenavista communication towers	San José	PRESENT		e2e717bf-551a-4917-bdc9-4fa0f342c530	9.55454	-83.7561							2017-11-24T00:00:00	24	11	2017	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS869809563				CC0_1_0		obsr1335273			2021-03-09T13:03:48.396Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2785511396	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS801823844	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	Carretera Interamericana, San José, CR (9,57, -83,753)	San José	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.56988	-83.7529							2019-09-04T00:00:00	4	9	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS801823844				CC0_1_0		obsr789174			2021-03-09T12:56:07.896Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2785423034	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS795281897	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	(9.5600,-83.7551)	San José	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.55997	-83.7551							2019-08-03T00:00:00	3	8	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS795281897				CC0_1_0		obsr173592			2021-03-09T13:03:55.237Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2785387812	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS822885571	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Los Quetzales--Cerro Buenavista communication towers	San José	PRESENT	4	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.55454	-83.7561							2003-03-03T00:00:00	3	3	2003	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS822885571				CC0_1_0		obsr687231			2021-03-09T13:06:18.820Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2785318965	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS802140953	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Volcán Irazú	Cartago	PRESENT	3	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.97883	-83.8454							2019-09-06T00:00:00	6	9	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS802140953				CC0_1_0		obsr845150			2021-03-09T13:04:35.249Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2785261048	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS836245455	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Los Quetzales--Cerro Buenavista communication towers	San José	PRESENT	3	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.55454	-83.7561							2019-12-08T00:00:00	8	12	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS836245455				CC0_1_0		obsr57543			2021-03-09T12:55:26.097Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2784751109	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS822074571	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Los Quetzales--Cerro Buenavista communication towers	San José	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.55454	-83.7561							2019-05-08T00:00:00	8	5	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS822074571				CC0_1_0		obsr1473296			2021-03-09T12:54:39.892Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
2784645921	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS842484233	Animalia	Chordata	Aves	Passeriformes	Emberizidae	Junco	Junco vulcani		SPECIES	Junco vulcani (Boucard, 1878)	Junco vulcani		CR	PN Los Quetzales--Cerro Buenavista communication towers	San José	PRESENT	6	e2e717bf-551a-4917-bdc9-4fa0f342c530	9.55454	-83.7561							2019-12-26T00:00:00	26	12	2019	2492037	2492037	HUMAN_OBSERVATION	CLO	EBIRD	OBS842484233				CC0_1_0		obsr1193407			2021-03-09T13:04:15.965Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
